Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
2,"SB Leeb, SR Shaw, JL Kirtley","Transient event detection in spectral envelope estimates for nonintrusive load monitoring.[BEE Transactions on Power Delivery",1995,"","","","http://scholar.google.com/scholar?cites=16564841670556298021&as_sdt=2005&sciodt=0,5&hl=en&num=20",55,2015-03-25,"CITATION"
2,"RS Steven","System identification technology modeling for nonintrusive load diagnostics [D]",2000,"","MIT","","http://scholar.google.com/scholar?cites=10512397002180343845&as_sdt=2005&sciodt=0,5&hl=en&num=20",56,2015-03-25,"CITATION"
2,"GW Hart","Advances in Nonintrusive Appliance",1991,"","","","http://scholar.google.com/scholar?cites=14899348252253024654&as_sdt=2005&sciodt=0,5&hl=en&num=20",57,2015-03-25,"CITATION"
2,"G Hart","Advances in Nonintrusive Appliance Monitoring",1991,"Information and Automation Conference, Palo Alto, ","","","http://scholar.google.com/scholar?cites=1245430365499318039&as_sdt=2005&sciodt=0,5&hl=en&num=20",58,2015-03-25,"CITATION"
2,"J Lemmerhirt, R Blevins","Nonintrusive Appliance Load Monitoring System (Nialms)",1997,"","","","http://scholar.google.com/scholar?cites=1412657219445837416&as_sdt=2005&sciodt=0,5&hl=en&num=20",59,2015-03-25,"CITATION"
2,"S Huijuan","A Temporal Motif Mining Approach to Unsupervised Energy Disaggregation",2011,"1st International Workshop on Non-Intrusive Load ","","","http://scholar.google.com/scholar?cites=2072020014651308628&as_sdt=2005&sciodt=0,5&hl=en&num=20",60,2015-03-25,"CITATION"
2,"S Markonin, IV Bajic, F Popowich","Efficient sparse matric processing for nonintrusive load monitoring",2014,"2nd International Non intrusive Appliance Load ","","","http://scholar.google.com/scholar?cites=1903946057076148427&as_sdt=2005&sciodt=0,5&hl=en&num=20",61,2015-03-25,"CITATION"
2,"M Maasoumy, B Sanandaji, K Poolla","Berds-berkeley energy disaggregation data set",2014,"Proceedings of the ","biglearn.org","","http://scholar.google.com/scholar?cites=1142321109110896722&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,2015-03-25,"PDF"
2,"S Spiegel, S Albayrak","Energy disaggregation meets heating control",2014,"Proceedings of the 29th Annual ACM ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2555088","http://scholar.google.com/scholar?cites=16253888879283501343&as_sdt=2005&sciodt=0,5&hl=en&num=20",72,2015-03-25,""
2,"G Tang, K Wu, J Lei, J Tang","Plug and Play! A Simple, Universal Model for Energy Disaggregation",2014,"arXiv preprint arXiv:1404.1884","arxiv.org","http://arxiv.org/abs/1404.1884","http://scholar.google.com/scholar?cites=5991067700879906510&as_sdt=2005&sciodt=0,5&hl=en&num=20",74,2015-03-25,""
2,"J Kelly, W Knottenbelt","Disaggregating multi-state appliances from smart meter data",2012,"SIGMETRICS'12","harder.me.uk","","http://scholar.google.com/scholar?cites=15640909200055475616&as_sdt=2005&sciodt=0,5&hl=en&num=20",132,2015-03-25,"PDF"
2,"TR Camier, S Giroux, B Bouchard","Designing a NIALM in smart homes for cognitive assistance",2013,"Procedia Computer ","Elsevier","","http://scholar.google.com/scholar?cites=9129662205543514035&as_sdt=2005&sciodt=0,5&hl=en&num=20",165,2015-03-25,"HTML"
2,"B Wang, F Chen, H Dong, AP Boedihardjo, CT Lu","Signal Disaggregation via Sparse Coding with Featured Discriminative Dictionary.",2012,"ICDM","filebox.vt.edu","","http://scholar.google.com/scholar?cites=7078563410266883083&as_sdt=2005&sciodt=0,5&hl=en&num=20",179,2015-03-25,"PDF"
2,"UA Khan","A multiprocessing platform for transient event detection",1995,"","dspace.mit.edu","","http://scholar.google.com/scholar?cites=4872827967187090619&as_sdt=2005&sciodt=0,5&hl=en&num=20",189,2015-03-25,"CITATION"
2,"Z Zhang, JH Son, Y Li, M Trayer, Z Pi","Training-Free Non-Intrusive Load Monitoring of Electric Vehicle Charging with Low Sampling Rate",2014,"arXiv preprint arXiv: ","arxiv.org","http://arxiv.org/abs/1404.5020","http://scholar.google.com/scholar?cites=16127331483119851171&as_sdt=2005&sciodt=0,5&hl=en&num=20",247,2015-03-25,""
2,"B Yang","An experimental study for inverse load reconstruction",2012,"Journal of Energy and Power Engineering","davidpublishing.com","","http://scholar.google.com/scholar?cites=2018774681802225960&as_sdt=2005&sciodt=0,5&hl=en&num=20",285,2015-03-25,"PDF"
2,"Z Kang, Y Zhou, L Zhang","Virtual power sensing based on a multiple-hypothesis sequential test",2013," ), 2013 IEEE International ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6688055","http://scholar.google.com/scholar?cites=9047784518901210941&as_sdt=2005&sciodt=0,5&hl=en&num=20",297,2015-03-25,""
2,"A Veit, C Goebel, R Tidke, C Doblander","Household electricity demand forecasting: benchmarking state-of-the-art methods",2014,"Proceedings of the 5th ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2602082","http://scholar.google.com/scholar?cites=10123012143811392498&as_sdt=2005&sciodt=0,5&hl=en&num=20",304,2015-03-25,""
2,"H Lam, ???","Voltage-current trajectory: a 2-dimensional approach to understand electrical load signatures",2007,"","hub.hku.hk","http://hub.hku.hk/handle/10722/51456","http://scholar.google.com/scholar?cites=9613251910759713588&as_sdt=2005&sciodt=0,5&hl=en&num=20",319,2015-03-25,""
2,"M Figueiredo, A De Almeida, B Ribeiro","Non-intrusive residential electrical consumption traces",2011,"Ambient Intelligence-Software ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-19937-0_7","http://scholar.google.com/scholar?cites=15672016917032869551&as_sdt=2005&sciodt=0,5&hl=en&num=20",322,2015-03-25,""
2,"M Mittelsdorf, A Hüwel, T Klingenberg","Submeter based Training of Multi-class Support Vector Machines for Appliance Recognition in Home Electricity Consumption Data.",2013,"","researchgate.net","","http://scholar.google.com/scholar?cites=18437197126632433644&as_sdt=2005&sciodt=0,5&hl=en&num=20",340,2015-03-25,"PDF"
2,"HH Chang, KL Lian, YC Su","Energy spectrum-based wavelet transform for non-intrusive demand monitoring and load identification",2013," Society Annual Meeting, ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6682478","http://scholar.google.com/scholar?cites=4345939436961154444&as_sdt=2005&sciodt=0,5&hl=en&num=20",360,2015-03-25,""
2,"CE Reeg, TJ Overbye","Algorithm development for non-intrusive load monitoring for verification and diagnostics",2010,"North American Power Symposium ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5619600","http://scholar.google.com/scholar?cites=1332390512826553687&as_sdt=2005&sciodt=0,5&hl=en&num=20",366,2015-03-25,""
2,"S Giri, MA Berges","Study on the Feasibility of Automated Data Labeling and Training Using an EMF Sensor in NILM Platforms",2012,"Proceedings of the 2012 International EG-ICE ","cie.bv.tum.de","","http://scholar.google.com/scholar?cites=11201842097427550369&as_sdt=2005&sciodt=0,5&hl=en&num=20",398,2015-03-25,"PDF"
2,"L Jing, Y Honggeng","The investigation of residential load identification technologies",2012,"Power and Energy Engineering ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6307565","http://scholar.google.com/scholar?cites=15451931687567659246&as_sdt=2005&sciodt=0,5&hl=en&num=20",400,2015-03-25,""
2,"R Dong, AA Cárdenas, LJ Ratliff, H Ohlsson","Quantifying the utility-privacy tradeoff in the smart grid",2014,"arXiv preprint arXiv: ","arxiv.org","http://arxiv.org/abs/1406.2568","http://scholar.google.com/scholar?cites=5013572413604072361&as_sdt=2005&sciodt=0,5&hl=en&num=20",417,2015-03-25,""
2,"LJ Ratliff, R Dong, H Ohlsson, AA Cárdenas","Privacy and customer segmentation in the smart grid",2014,"arXiv preprint arXiv: ","arxiv.org","http://arxiv.org/abs/1405.7748","http://scholar.google.com/scholar?cites=17340514796996320839&as_sdt=2005&sciodt=0,5&hl=en&num=20",424,2015-03-25,""
2,"P Meehan, S Phelan, C McArdle","Temporal and frequency analysis of power signatures for common household appliances",2012,"ICT and Energy ","ieeexplore.ieee.org","","http://scholar.google.com/scholar?cites=13020243861881199976&as_sdt=2005&sciodt=0,5&hl=en&num=20",438,2015-03-25,"CITATION"
2,"Y Xu, JV Milanovic","Artificial-Intelligence-Based Methodology for Load Disaggregation at Bulk Supply Point",2014,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6869049","http://scholar.google.com/scholar?cites=13857202828778198120&as_sdt=2005&sciodt=0,5&hl=en&num=20",441,2015-03-25,""
2,"P Barbosa, A Brito, H Almeida, S Clauß","Lightweight privacy for smart metering data by adding noise",2014,"Proceedings of the 29th ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2554982","http://scholar.google.com/scholar?cites=17082421278248443258&as_sdt=2005&sciodt=0,5&hl=en&num=20",453,2015-03-25,""
2,"HAD Azzini, JF Fardin, EOT Salles","Software para Monitoramento Não Intrusivo de Cargas Residenciais com fins de Auditoria Energética",2012,"Ainda não publicado. Aceito no IV ","swge.inf.br","","http://scholar.google.com/scholar?cites=15860162910934352862&as_sdt=2005&sciodt=0,5&hl=en&num=20",498,2015-03-25,"PDF"
2,"TT Nguyen, RM Wigle","BMRT 2001 Verion 3.0: User Guide",2007,"","Technical Report (October 2007), ","","http://scholar.google.com/scholar?cites=7476337103806016723&as_sdt=2005&sciodt=0,5&hl=en&num=20",524,2015-03-25,"CITATION"
2,"LJ Ferrer Arnau, V Parisi Baradad","Efficient implementation with FIR filters of operators based on B-splines to represent and classify signals of one and two dimensions",2012,"","upcommons.upc.edu","","http://scholar.google.com/scholar?cites=14667873292403121&as_sdt=2005&sciodt=0,5&hl=en&num=20",527,2015-03-25,"CITATION"
2,"L Pereira, F Quintal, R Gonçalves","Sustdata: A public dataset for ict4s electric energy research",2014,"ICT for Sustainability ","atlantis-press.com","","http://scholar.google.com/scholar?cites=8544190388788630871&as_sdt=2005&sciodt=0,5&hl=en&num=20",549,2015-03-25,"PDF"
2,"H Kuhns, PR Edwards, G Nikolich","Utility monitoring systems and methods of use",2013,"US Patent ","Google Patents","http://www.google.com/patents/US8396821","http://scholar.google.com/scholar?cites=9256478898009045506&as_sdt=2005&sciodt=0,5&hl=en&num=20",589,2015-03-25,""
2,"G Hoogsteen, JO Krist, V Bakker","Non-intrusive appliance recognition",2012,"Innovative Smart Grid ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6465688","http://scholar.google.com/scholar?cites=16273430947061672816&as_sdt=2005&sciodt=0,5&hl=en&num=20",592,2015-03-25,""
1,"MS Shahriar, A Rahman","Energy disaggregation using ensemble of classifiers",2013,"TENCON Spring Conference, 2013 ","ieeexplore.ieee.org","","http://scholar.google.com/scholar?cites=5049297186444098652&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,2015-03-25,"CITATION"
1,"CD Salthouse","Improvements to the nonintrusive load monitor",2000,"","dspace.mit.edu","","http://scholar.google.com/scholar?cites=14493558725259154993&as_sdt=2005&sciodt=0,5&hl=en&num=20",67,2015-03-25,"CITATION"
1,"AP Boedihardjo, F Chen, H Dong, CT Lu, B Wang","A Hierarchical Probabilistic Model for Low Sample Rate Home-Use Energy Disaggregation.",2013,"SDM","","","http://scholar.google.com/scholar?cites=18058498586997459374&as_sdt=2005&sciodt=0,5&hl=en&num=20",68,2015-03-25,"CITATION"
1,"M Zhong, N Goddard, C Sutton","Interleaved factorial non-homogeneous hidden Markov models for energy disaggregation",2014,"arXiv preprint arXiv:1406.7665","arxiv.org","http://arxiv.org/abs/1406.7665","http://scholar.google.com/scholar?cites=13973397433322199089&as_sdt=2005&sciodt=0,5&hl=en&num=20",69,2015-03-25,""
1,"K Barsim, R Streubel, B Yang","Unsupervised Adaptive Event Detection for Building-Level Energy Disaggregation",2014,"Proceedings of power and energy ","iss.uni-stuttgart.de","","http://scholar.google.com/scholar?cites=5627517273956234585&as_sdt=2005&sciodt=0,5&hl=en&num=20",70,2015-03-25,"PDF"
1,"M Wytock, JZ Kolter","Contextually Supervised Source Separation with Application to Energy Disaggregation",2013,"arXiv preprint arXiv:1312.5023","arxiv.org","http://arxiv.org/abs/1312.5023","http://scholar.google.com/scholar?cites=6978848125932709945&as_sdt=2005&sciodt=0,5&hl=en&num=20",71,2015-03-25,""
1,"YC Chen, CM Chu, SL Tsao","Detecting users' behaviors based on nonintrusive load monitoring technologies",2013,"Networking, Sensing and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6548841","http://scholar.google.com/scholar?cites=10897933267384462244&as_sdt=2005&sciodt=0,5&hl=en&num=20",73,2015-03-25,""
1,"LJ Ratliff, R Dong, H Ohlsson","Behavior modification and utility learning via energy disaggregation",2013,"arXiv preprint arXiv: ","researchgate.net","","http://scholar.google.com/scholar?cites=13837331438130614148&as_sdt=2005&sciodt=0,5&hl=en&num=20",75,2015-03-25,"PDF"
1,"D Welch, MH Shwehdi","An energy reading and bill generation database for use in nonintrusive load management",1991," , 1991., Proceedings of the 1991 IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=169530","http://scholar.google.com/scholar?cites=14465630327560851559&as_sdt=2005&sciodt=0,5&hl=en&num=20",76,2015-03-25,""
1,"H Altrabalsi, J Liao, L Stankovic","A low-complexity energy disaggregation method: Performance and robustness",2014," Applications in Smart ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7011569","http://scholar.google.com/scholar?cites=10060386617377270662&as_sdt=2005&sciodt=0,5&hl=en&num=20",77,2015-03-25,""
1,"D He, L Du, Y Yang, R Harley, T Habetler","Front-End Electronic Circuit Topology Analysis for Model-Driven Classification of Appliance Loads",0,"Smart Grid, IEEE Transactions on","","","http://scholar.google.com/scholar?cites=8944308082873116373&as_sdt=2005&sciodt=0,5&hl=en&num=20",84,2015-03-25,"CITATION"
1,"Y Jimenez, C Duarte, J Petit","Feature extraction for nonintrusive load monitoring based on S-Transform",2014," Conference (PSC), 2014 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6808109","http://scholar.google.com/scholar?cites=8996261178495593479&as_sdt=2005&sciodt=0,5&hl=en&num=20",108,2015-03-25,""
1,"H Song, G Kalogridis, Z Fan","Short paper: Time-dependent power load disaggregation with applications to daily activity monitoring",2014,"Internet of Things (WF-IoT), 2014 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6803150","http://scholar.google.com/scholar?cites=10168571237700208167&as_sdt=2005&sciodt=0,5&hl=en&num=20",125,2015-03-25,""
1,"O Parson","Using Hidden Markov Models for Non-intrusive Appliance Load Monitoring",2011,"","tech. rep., University of Southampton","","http://scholar.google.com/scholar?cites=14801256160434982906&as_sdt=2005&sciodt=0,5&hl=en&num=20",128,2015-03-25,"CITATION"
1,"T Hassan","Bi-level characterization of manual setup residential non-intrusive demand disaggregation using enhanced differential evolution",2012,"Proc. 1st Int. Workshop Non-Intrusive Load Monitoring","ices.cmu.edu","","http://scholar.google.com/scholar?cites=10875191420729810692&as_sdt=2005&sciodt=0,5&hl=en&num=20",130,2015-03-25,"PDF"
1,"M Figueiredo, B Ribeiro, AM de Almeida","On the Regularization Parameter Selection for Sparse Code Learning in Electrical Source Separation",2013,"Adaptive and Natural ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-37213-1_29","http://scholar.google.com/scholar?cites=9575991976299602608&as_sdt=2005&sciodt=0,5&hl=en&num=20",143,2015-03-25,""
1,"T Hassan","Bi-level characterization of manual setup non-intrusive demand disaggregation using enhanced differential evolution",2012,"Proc. of the 1st Inter-National Workshop on Non- ","ices.cmu.edu","","http://scholar.google.com/scholar?cites=9722548365782322144&as_sdt=2005&sciodt=0,5&hl=en&num=20",144,2015-03-25,"PDF"
1,"A Marchiori","Enabling distributed building control with wireless sensor networks",2011,"World of Wireless, Mobile and Multimedia ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5986155","http://scholar.google.com/scholar?cites=12930526047796844619&as_sdt=2005&sciodt=0,5&hl=en&num=20",145,2015-03-25,""
1,"YF Wong, T Drummond, YA Sekercioglu","Real-time load disaggregation algorithm using particle-based distribution truncation with state occupancy model",2014,"Electronics Letters","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6809302","http://scholar.google.com/scholar?cites=1869622899314306075&as_sdt=2005&sciodt=0,5&hl=en&num=20",162,2015-03-25,""
1,"AJ Paverd","Student research abstract: trustworthy remote entities in the smart grid",2013,"ACM Symposium on Applied Computing (SAC)","cybersecurity.ox.ac.uk","","http://scholar.google.com/scholar?cites=6143192350991497409&as_sdt=2005&sciodt=0,5&hl=en&num=20",172,2015-03-25,"PDF"
1,"D Benyoucef, T Bier, P Klein","Test System for Disaggregation Algorithms for use in Smart Meters",2012,"Energy Procedia","Elsevier","","http://scholar.google.com/scholar?cites=14323289207711127799&as_sdt=2005&sciodt=0,5&hl=en&num=20",173,2015-03-25,"HTML"
